"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state"
"PHO HOA CLEMENT","239 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"AROMA TEA SHOP","302 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"GENKI RAMAN","330 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"B STAR","127 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"CUMAICA COFFEE","200 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"CREATIVE SUSHI INC","211 CORNWALL ST # 12","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TASTE OF CHINA","332 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KITCHEN ISTANBUL","349 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KOJA KITCHEN","343 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITTLE TAQUERIA","200 6TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GATE","3900 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAQUERIA LOS MAYAS","331 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PHO HUYNH SANG LLC","239 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TERUYA RAMEN","3944 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"VILLAGE PIZZERIA","1 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"BITTER END","441 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"BROTHER'S RESTAURANT","4128 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"NIZARIO'S PIZZA","3840 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"BELLA TRATTORIA","3854 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"KING OF THAI NOODLE","346 CLEMENT ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"TACO BELL","4150 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",23,1637,"CA"
"KIRIN CHINESE RESTAURANT","6135 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"KITARO JAPANESE RESTAURANT","5723 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"TOMMY'S MEXICAN RESTAURANT","5929 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",11,783,"CA"
"HUI LAU SHAN","3135 ANZA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAKANA BUNE","5701 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHAI LAI SEAFOOD REST","6253 GEARY BLVD # 6255","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BLARNEY STONE","5625 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"CHICKEN'LICIOUS NOODLE","5801 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TON KIANG RESTAURANT","5821 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HODALA","5801 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"G & C LLC","5801 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"SHAI LAI RESTAURANT","6255 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"GREAT INDIA RESTAURANT","6127 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"CHAAT CORNER","320 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"OOLA RESTAURANT & BAR","860 FOLSOM ST # A","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","795 FOLSOM ST # A","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"ZERO ZERO","826 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"OASIS GRILL","200 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MO'S GRILL","772 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHA AM","701 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHA AM RESTAURANT","701 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",13,926,"CA"
"DSDI LLC","850 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAQUERIA","399 4TH ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GENJI","399 4TH ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HUDDLE US","795 FOLSOM ST # 435","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CITY'S CHOICE CAFE","301 5TH ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"LE CHARM FRENCH BISTRO","315 5TH ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"CINDERELLA BAKERY","436 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"NAGANO SUSHI","3727 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SHABU SUSHI INC","3809 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUSHI BISTRO BALBOA","431 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"GRINDERS PIZZERIA","448 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOURMENT NOODLE HOUSE","3751 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE SIS","402 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GENERAL TSO KITCHEN","3741 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"STAR INDIA RESTAURANT","3721 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MUGUBOKA RESTAURANT","401 BALBOA ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"OKINA SUSHI","776 ARGUELLO BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"TWILIGHT CAFE","2600 MCALLISTER ST","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"VELO ROUGE CAFE","798 ARGUELLO BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"NICKIES","3401 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GRAND HOT POT","3565 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RAMEN HOUSE","3409 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KAIJU EATS","3409 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"THAI CAFE","3407 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"T C DINING INC","3407 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MELS DRIVE-IN RESTAU","3355 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MEL'S DRIVE-IN","3355 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",25,0,"CA"
"ROUND TABLE PIZZA","3567 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",22,1566,"CA"
"BALBOA TERIYAKI","3536 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"SUPERIOR PALACE","3546 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHINO'S TAQUERIA","3416 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NEW DUMPLING KING","3319 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHANGHAI DUMPLING KING","3319 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PIZZA JOINT","3088 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"BAO BAO NOODLE BAR","3319 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SIMPLE PLEASURES CAFE","3434 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"GOLDEN CHARIOT","3308 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"AMERICANA GRILL & FOUNTAIN","3532 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"LITTLE HENRY'S ITALIAN RSTRNT","3600 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"HOCKEY HAVEN","3625 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"PACIFIC CAFE-SF","7000 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"","3614 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MIKI RESTAURANT","3639 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PURPLE KOW","3620 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BEN'S RESTAURANT","3608 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHANGHAI HOUSE","3641 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"COMMON TABLE","763 35TH AVE","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MR BANH MI","3605 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JADE GARDEN","3608 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"KUFUYA JAPANESE RESTAURANT","7001 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GASPARE'S PIZZA HOUSE-SF","5546 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"GORDO TAQUERIA","2252 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",11,783,"CA"
"LA VIE VIETNAMESE RSTRNT SF","5830 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"6001 CALIFORNIA MARKET","6001 CALIFORNIA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"TURTLE TOWER RESTAURANT","5716 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"MOSCOW & TBILISI BAKERY STORE","5540 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"MY FAVORITE CAFE","2110 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BLUE FIN SUSHI & LOUNGE","1814 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"UM MA SON KOREAN RESTAURANT","5850 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOLDEN GATE DIM SUM INC","1829 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","5650 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"KAPPOU GOMI","5524 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NORTH CHINA RESTAURANT","1820 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HONEY B","2201 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RAMEN TARO","1814 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HONG AN CORP","2239 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DRAGON BEAUX","5700 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"THANH THANH CAFE","2205 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"BAZAAR CAFE","5927 CALIFORNIA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"PIZZETTA 211","211 23RD AVE","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"BELLY BURGERS","5740 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"RED TAVERN","2229 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"FIREHOUSE PIZZERIA","6001 CALIFORNIA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"BEYOND EXPECTATIONS","6000 CALIFORNIA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"INDELICATO INC","5546 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"K-ELEMENTS BBQ","2140 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"MZY SAILCO INC","5530 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DELISH DISHES KITCHEN","2109 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PEARL","6101 CALIFORNIA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LOKMA","1801 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",34,0,"CA"
"LITTLE SUSHI BAR","200 23RD AVE","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"BAI SOM","2121 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"NAGS HEAD","5346 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"GORDO TAQUERIA INC","5450 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",25,0,"CA"
"VOLCANO CURRY","5454 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"NAYA","5338 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"HONG KONG LOUNGE RESTAURANT","5322 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TEAM SAN FRANCISCO PIZZA LLC","5200 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GEARY SHABU HOUSE INC","5158 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DOMINO'S","5200 GEARY BLVD # D","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",16,1139,"CA"
"TIA MARGARITA MEXICAN RSTRNT","300 19TH AVE","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"SHEENA X KONG","2701 LAKE ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BILL'S PLACE","2315 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"JOE'S COFFEE SHOP","6134 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"EL MANSOUR RESTAURANTS","3119 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"TSING TAO","3107 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"GARDEN HOUSE CAFE","3117 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"DAIGO SUSHI","2450 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"LAYALY MEDITERRANEAN RSTRNT","2435 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MAGDY'S CAFE","2960 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PINEAPPLE KINGDOM","2960 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PATPONG THAI RESTAURANT-SF","2415 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PPQ DUNGENESS ISLAND","2332 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"CLAY OVEN","2436 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"PAGEN RESTAURANT","3199 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ONE HUNDRED PERCENT SWEET CAFE","2512 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HARD KNOX CAFE","2448 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIORELLA","2339 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SALTROOT CAFE","2960 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GRILL SPOT","2311 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TASTE OF FUSION KITCHEN","2408 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOLA FOOD INC","2332 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YIYI'S MANDARIN KITCHEN","2435 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAMILA THAI RESTAURANT","2415 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"INDIA CLAY OVEN","2436 CLEMENT ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"NORIEGA TERIYAKI HOUSE","1755 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"CREW","1330 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"PEKING RESTAURANT","1375 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"GREEN BAMBOO VIETNAMESE CSN","1240 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHINA NORTH DUMPLING","1311 NORIEGA ST # 1315","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"A DESI CAFE","1501 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"LITTLE BEIJING","1316 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"NEW JUMBO SEAFOOD RESTAURANT","1532 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"GOLDEN ISLAND","1300 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"WON TON HOUSE","1325 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"XIANG ENTERPRISE","1315 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SMOKY MAN","1310 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"VEGANBURG LLC","1800 24TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE BAKERY & RESTAURANT","1365 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FUJIYAMA-YA JAPANESE RSTRNT","1234 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"MENKEE WONTON","1701 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"NEW HING LUNG RESTAURANT","1556 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",16,1139,"CA"
"IZAKAYA SOZAI-SF","1500 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SOZAI RESTAURANT & SAKE LOUNGE","1500 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KING OF NOODLES","1639 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WILD SUSHI-RAMEN SUSHI RSTRNT","1524 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YUMMY DUMPLING INC","1708 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"I POT","1420 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUSHI VIEW","1524 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"POT'S","2652 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"I SKEWERS","2407 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"KAMA LOUNGE INC","2555 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"VASI DIM FARM","2415 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PITTSBURGH'S PUB","4207 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"THANH LONG","4101 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"SEA BREEZE CAFE","3940 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"SRI THAI","4621 LINCOLN WAY","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL BEACH BURRITO","3914 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"MANGO MEDLEY","3911 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"MEDITERREAN CAFE","3848 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOLDEN GATE INDIAN & PIZZA","1388 46TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"JAVA BEACH CAFE","1396 LA PLAYA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"OUTERLANDS","4001 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAZADORES TAQUERRIA","4621 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",1,72,"CA"
"THAI COTTAGE RESTAURANT","4041 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"DOMINO'S","3116 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"TAZAKI SUSHI","3420 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"YAN YAN RESTAURANT","2241 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"KIKI JAPANESE RESTAURANT","1296 9TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",16,1139,"CA"
"VIETNAMESE NOODLE HOUSE","32 NORIEGA ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPECIALTY'S CAFE & BAKERY","1614 25TH AVE","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOLDEN GATE INDIAN CUISINE","4038 JUDAH ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SILVER SPUR","1914 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"SUNRISE DELI","2115 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PPQ VIETNAMESE CUISINE","1816 IRVING ST","SAN FRANCISCO",94122,"FULL-SERVICE RESTAURANTS",4,285,"CA"
