"trt10","tpop","pyoung","pcol","minc","mhval","mrent","pwht","pblk","pasian","phisp","tpop17","pyoung17","pcol17","minc17","mhval17","mrent17","pwht17","pblk17","pasian17","phisp17","gentcat"
15300,2114,39.549999,61.959999,107635.314137258,1124460.51755835,1685.37934351763,65.089996,12.39,12.49,5.3499999,2289,35.259998,75.690002,153750,1122400,2556,57.93,11.62,13.02,12.01,"non-gentrifiable"
15400,5762,36.84,63.02,103988.093676641,930567.586564001,1744.86994612495,64.75,4.8800001,21.450001,5.4099998,5951,37.619999,80.43,136250,2000001,2360,64.379997,0.60000002,22.700001,5.2600002,"non-gentrifiable"
15500,3591,31.440001,44.599998,56295.0796054025,460642.326825,1308.60862076832,44.389999,17.49,29.32,5.46,3551,31.51,52.130001,79783,970400,1470,46.209999,1.63,32.75,9.2600002,"gentrifying"
15600,2821,42.93,62.91,98418.9743299677,909277.486917957,1585.30625273147,54.73,3.05,32.290001,5.8099999,3506,35.599998,69.959999,112702,1328100,1842,38.310001,2.51,36.220001,14.6,"non-gentrifiable"
15700,6875,57.560001,56.830002,91632.597639701,864900.7035845,1653.31478618517,55.610001,7.4000001,23.84,8.25,8904,56.59,76.690002,124942,1186000,2353,47.299999,6.1199999,24.030001,12.79,"non-gentrifiable"
15801,3947,41.439999,48.16,70555.1542302826,666526.187422882,1306.04169464402,43.619999,30.33,14.2,6.52,3837,25.59,54.389999,88636,1032900,1558,40.16,26.450001,19.889999,6.25,"non-gentrifying"
15802,2924,41.439999,48.16,70555.1542302824,666526.187422883,1306.04169464402,43.619999,30.33,14.2,6.52,3412,42,77.07,135536,1089300,1704,62.75,7.6500001,9,10.43,"non-gentrifying"
15900,4165,35.970001,47.860001,65388.0970381627,398702.405099548,1610.85186139843,40.790001,16.66,29.700001,7.6399999,4832,36.59,68.25,80781,741300,1859,30.610001,7.5500002,41.93,12.33,"non-gentrifying"
16000,2026,34.900002,53.970001,74211.3460461108,437571.123760655,1376.35282155567,60.220001,4.4899998,21.77,7.8499999,2562,36.490002,67.43,76989,709400,1580,50.619999,9.7600002,26.58,7.3000002,"non-gentrifying"
16100,5257,26.99,24.700001,28308.0890654073,453071.560502023,633.703044681692,24.98,50.09,13.73,6.1399999,5340,25.709999,38.48,24450,570600,825,20.860001,35.389999,25.75,10.77,"non-gentrifying"
16200,2502,42.970001,43.900002,61913.3916824493,622323.976415091,1101.7093867994,57.709999,9.6300001,13.07,15.23,3278,42.400002,72.480003,121406,1278400,1959,56.740002,5.6100001,24.530001,8.3900003,"gentrifying"
16300,4521,47.110001,42.91,73318.2137235813,917838.155616458,1217.26006602104,49.52,29.09,6.8299999,9.25,4658,38.77,73.550003,145054,1360400,2061,58.52,7.21,12.6,13.01,"gentrifying"
16400,3791,52.889999,58.18,82561.9202637815,623174.813736434,1505.74618361434,61.75,17.040001,7.4699998,8.8400002,4008,46.66,71.059998,182868,1109600,2597,68.660004,6.96,7.5799999,11.18,"gentrifying"
16500,5121,47.259998,60.439999,78238.6892199297,698539.056351677,1476.71453990849,64.669998,12.07,10.64,6.8699999,5267,42,75.510002,168536,1319300,1759,69.360001,5.1799998,11.13,7.9699998,"gentrifying"
16600,5045,56.889999,66.720001,97783.0316464857,882625.418437132,1742.68015051378,76.019997,7.02,6.2399998,6.2199998,5691,56.330002,77.699997,153672,1626000,2153,75.360001,4.52,11.3,3.6500001,"non-gentrifiable"
16700,4701,49.139999,66.480003,100419.671478958,919695.787484864,1485.15636540657,70.089996,10.87,6.4499998,8.3400002,5376,42.560001,73.550003,179867,1451600,2164,66.82,6.73,9.8999996,12.35,"non-gentrifiable"
16801,2983,46.209999,52.27,76594.1430659811,678811.980354975,1226.46599446422,62.830002,14.92,7.1100001,9.4399996,4145,47.5,71.5,143333,1084700,2081,59.59,2.46,14.79,16.24,"gentrifying"
16802,3118,46.209999,52.27,76594.1430659809,678811.980354974,1226.46599446421,62.830002,14.92,7.1100001,9.4399996,3622,34.57,68.050003,93542,912300,1724,49.669998,9.3000002,19.799999,17.73,"gentrifying"
16900,2995,41.740002,60.439999,95807.0534485131,816136.167482713,1512.75718333992,76.760002,4.3699999,6.6799998,8.3100004,3254,35,75.75,128594,1189100,2243,62.23,4.73,16.559999,10.36,"non-gentrifiable"
17000,3775,26.459999,72.82,127186.823923599,923887.952266366,1757.0183542144,82.889999,2.01,6.23,6.1999998,4287,27.200001,82.190002,204821,1236300,2460,70.309998,1.75,16.17,5.1100001,"non-gentrifiable"
17101,3611,42.970001,74.43,121012.270150378,1030258.41324023,1753.34799589228,77.169998,6.5300002,6.5300002,5.5799999,4113,27.809999,83.5,196447,1920800,2496,76.93,4.52,11.09,2.1199999,"non-gentrifiable"
17102,3652,42.970001,74.43,121012.270150378,1030258.41324023,1753.34799589228,77.169998,6.5300002,6.5300002,5.5799999,4095,29.74,80.82,177396,1559600,2389,69.330002,1.98,10.11,12.06,"non-gentrifiable"
17601,5774.77666174298,29.48,23.43,35731.7306944881,591263.491676311,821.925493271289,30.73,15.63,36.080002,11.52,10343,38.009998,45.540001,55998,603200,1122,23.09,10.7,39.950001,20.389999,"non-gentrifying"
17700,1777,41.02,38.119999,85965.000969079,866119.914704137,1363.49476264017,34.950001,2.3599999,18.23,40.459999,1915,43.599998,64.629997,129531,1035200,2075,35.040001,3.1900001,22.719999,33,"gentrifying"
17801,2453,24.34,30.719999,22433.3571319679,613817.013020276,568.091596935013,37.060001,8.5100002,39.610001,9.9799995,3891,22.620001,41.950001,25472,1006800,425,28.059999,2.8299999,58.209999,8.0699997,"non-gentrifying"
17802,3376,24.34,30.719999,22433.3571319679,613817.013020276,568.091596935013,37.060001,8.5100002,39.610001,9.9799995,6367,40.380001,58.060001,95076,1045300,1497,33.080002,7.5900002,33.450001,18.940001,"gentrifying"
17902,1453,71.370003,58.810001,124240.467301635,0,2596.79610270858,61.799999,12.11,11.36,10.19,3008,56.349998,38.720001,54375,NA,2106,27.93,22.24,10.31,26.030001,"non-gentrifiable"
18000,2285,48.669998,26.59,101979.378471898,762048.877670898,1091.61180308422,37.509998,28.709999,10.68,18.42,3457,40.41,60.900002,179444,1000700,2593,46.110001,11.28,22.68,11.8,"non-gentrifiable"
20100,6340,37.43,21.91,40405.2471719659,358743.61622116,930.741842210998,22.65,5.25,16.17,51.889999,6343,37.650002,52.880001,71750,835500,1175,32.41,9.4099998,20.32,33.77,"gentrifying"
20200,6188,41.16,42.330002,68590.2786467225,597507.482149741,1173.33962279172,48.32,6.8200002,11.39,29.27,6131,35.650002,62.110001,106404,1010900,1455,53.110001,6.48,17.879999,13.78,"non-gentrifying"
20300,3145,43.279999,54.799999,97405.4047639857,662036.638547841,1432.75130319282,67.059998,3.53,9.0900002,16.219999,3548,41.349998,78.889999,151750,1063400,2004,63.900002,4.9000001,14.4,9.8400002,"non-gentrifiable"
20401,2735.67962280308,32.529999,67.349998,116805.546121532,799841.761771865,1765.1697274078,76.739998,2.5699999,9.6000004,7.3699999,3176,26.610001,76.370003,164423,1247700,2528,69.139999,2.1700001,15.81,7.4899998,"non-gentrifiable"
20402,4006.32037719692,32.529999,67.349998,116805.546121532,799841.761771865,1765.1697274078,76.739998,2.5699999,9.6000004,7.3699999,4564,36.939999,73.559998,118625,1327700,2192,65.709999,1.01,12.99,16.209999,"non-gentrifiable"
20500,2551,30.889999,58.639999,105492.204061089,907059.043018045,1612.90406652292,80.440002,2.3900001,5.9200001,6.9000001,3046,25.08,79.910004,156250,1633100,1993,74.660004,1.84,14.15,6.4000001,"non-gentrifiable"
20600,4836,36.75,68.809998,117248.631762656,1127317.03261046,1600.81802474693,77.610001,2.5599999,6.6199999,9.0799999,5191,30.049999,77.050003,149057,1569000,2127,71.800003,3.47,10.83,9.0299997,"non-gentrifiable"
20700,5427,44.41,60.23,90275.4229468718,971436.601093772,1347.00689169809,63.529999,2.4300001,8.6099997,21.91,4793,32.360001,78.470001,179018,1513200,2126,59.32,1.52,10.18,22.530001,"gentrifying"
20800,7371,42.400002,27.25,63015.454099309,612441.142826985,1165.85535565221,23.42,2.21,14.56,56.889999,6458,35.369999,57.41,105039,1001000,1495,38.490002,2.79,16.1,36.400002,"non-gentrifying"
20900,5092,39.220001,31.24,65650.4279784527,576127.368188786,1149.41463637193,26.26,1.39,11.17,57.82,4597,37,56.66,132813,1067200,1775,42.139999,2.4100001,13.18,39.09,"gentrifying"
21000,4559,43.689999,54.34,80429.4005921488,885998.845050693,1325.1571767497,56.439999,2.8499999,8.4700003,27.99,4523,32.57,77.519997,160789,1611100,1734,59.139999,2.0599999,11.98,19.1,"gentrifying"
21100,3833,35.349998,72.07,109657.946961003,1120606.9949766,1738.82773366071,79.440002,1.38,7.02,8.71,4080,26.719999,77.599998,184620,2000001,2291,67.209999,0.28999999,14.68,12.08,"non-gentrifiable"
21200,2882,29.08,70.400002,135201.478851541,985258.194668131,1801.71184321748,80.739998,1.25,6.04,7.3600001,3105,21.77,82.349998,195375,1726100,2015,69.400002,1.42,9.2799997,9.1800003,"non-gentrifiable"
21300,2402,32.389999,69.279999,136811.634418144,929885.241420361,1899.07307584956,78.43,1.29,7.6199999,7.8299999,2590,14.98,81.709999,156458,1567900,2370,71.93,1.74,13.51,8.1499996,"non-gentrifiable"
21400,3285,35.59,69.550003,116394.568366282,911781.808030557,1850.40779391491,74.980003,1.52,7.9499998,11.75,3823,30.5,77.440002,195905,1467500,2628,69.809998,0.23999999,16.110001,10.7,"non-gentrifiable"
21500,5195,35.130001,60.110001,102158.968020364,802099.780589762,1517.33365186064,63.48,1.54,8.9499998,22.75,5674,24.059999,77.779999,196500,1517400,2574,60.790001,3.3299999,13.08,14.56,"non-gentrifiable"
21600,3880,23.76,67.839996,124203.663412204,719028.142652257,1632.13075170132,63.48,6.8299999,16.57,8.79,4135,21.959999,75.040001,147229,1114000,2510,60.189999,4.2800002,17.219999,11.56,"non-gentrifiable"
21700,4139,20.17,55.450001,110651.597634344,690416.326101877,1401.85265209287,54.220001,11.94,17.98,11.28,4556,14.95,76.25,160417,1347000,1340,52.77,10.18,21.6,8.5600004,"non-gentrifiable"
21800,3914,27.77,60.189999,123313.406693874,703958.314786707,1831.47552674688,67.599998,2.4000001,7.5900002,17.219999,4095,19.27,75.919998,176469,1431300,1966,65.010002,3.27,11.7,15.92,"non-gentrifiable"
22600,846,39.130001,61.689999,132645.206362725,695142.84937836,1541.68700220302,68.32,11.58,9.5699997,7.0900002,3213,42.509998,82.410004,203158,1111000,3207,53.5,4.3600001,25.65,9.5900002,"non-gentrifiable"
22702,1805,36.009998,69.980003,148323.477777128,935168.127379273,2164.39361646657,72.410004,2.27,8.0900002,12.69,2298,36.34,85.43,193804,1387200,2470,66.75,1.91,12.66,13.79,"non-gentrifiable"
22704,2717,29.26,65.910004,122955.769753795,784912.936896496,1789.06147027811,78.190002,3.27,6.1399999,8.9799995,3367,20.639999,77.300003,192231,1218200,2215,62.400002,0.86000001,19.51,6.3600001,"non-gentrifiable"
22801,4676,42.07,30.059999,95062.1939907631,548656.046255686,1277.29072488859,26.43,1.97,8.1899996,60.709999,5769,30.540001,52.099998,144318,1096400,1917,37.349998,0.55000001,16.9,40.82,"non-gentrifiable"
22802,1762,32.119999,29.049999,74542.6884674101,632447.647107183,1110.19612495057,34.790001,5.8499999,14.7,39.099998,2438,29.49,43.029999,113281,1037500,1964,35.400002,6.3200002,18.25,35.970001,"gentrifying"
22803,5178,38.84,27.57,73348.5977635601,620658.505061842,1429.41410883749,22.110001,1.14,8.3400002,65.489998,5224,33.380001,48.610001,137807,1208700,2254,31.74,2.6199999,12.16,51.009998,"gentrifying"
22901,4965,42.919998,23.17,79460.9813229339,618256.72514097,1476.34836763113,18.549999,1.67,5.6399999,71.779999,4856,35.5,49.060001,88368,1001200,2103,32.080002,1.8099999,7.27,55.810001,"gentrifying"
22902,2925,36.509998,25.49,94963.977341839,487575.954145446,1367.86067615658,20.790001,2.02,9.6800003,64.790001,2483,28.59,48.959999,138571,957400,1968,37.130001,4.1100001,11.88,41.68,"non-gentrifiable"
22903,3942.02501311877,37.34,29.52,78903.9817191806,473612.52166231,1362.93372875393,23.52,2.5599999,11.24,59.490002,3240,35.490002,52.209999,117313,1006800,2280,32.990002,3.8900001,9.3800001,49.66,"gentrifying"
23001,5083,23.73,11.41,80665.7660998814,392076.188121248,1044.81327709679,7.2600002,23.18,52.040001,14.7,5398,21.290001,20.459999,75223,731900,1299,4.8699999,11.08,73.879997,7.6700001,"non-gentrifying"
23003,4028,22.42,13.44,85292.5328221977,377427.28353995,1417.05897305541,6.6500001,37.209999,35.720001,16.26,4084,22.280001,31.200001,91845,787100,1950,8.0600004,21.110001,49.73,20.15,"gentrifying"
23102,3600,21.25,14.56,43132.9875167191,323074.970258485,458.577873714097,3.75,71.809998,11.22,8.9200001,4549,28.67,19.1,37981,721900,636,5.25,51.330002,13.23,20.77,"non-gentrifying"
23103,4649,25.1,4.1399999,25809.0532740804,428471.630407394,605.218663503361,2.4100001,72.639999,2.1700001,5.8299999,2890,20.690001,14.13,24474,606900,712,3.6300001,50.869999,11.56,22.6,"non-gentrifying"
23200,4490,24.59,9.1000004,67940.9716961121,384077.511185514,1175.12734102592,4.1599998,57.389999,10.89,22.52,3972,23.24,28.73,81958,776800,1395,10.15,27.32,16.92,43.66,"non-gentrifying"
23300,2591,27.059999,17.950001,88598.6507391484,449398.126012616,1092.61383337896,4.98,16.52,58.32,16.6,3739,19.68,27.25,60104,714100,1002,6.8699999,14.17,53.619999,24.58,"non-gentrifying"
23400,3492,25.540001,7.48,49169.7929453109,306558.489410397,592.266706207987,3.78,45.529999,13.97,25.370001,3661,25.4,21.35,51971,703600,675,8.6000004,17.92,20.790001,41.16,"non-gentrifying"
25100,3249.09064769425,28.190001,44.73,107714.525889541,578677.047029167,1663.60402604644,50.290001,6.8299999,14.84,22.68,3473,23.18,68.790001,159375,1419600,1932,49.700001,8.3199997,17.219999,16.76,"non-gentrifiable"
25200,5454,30.34,50.040001,109131.5420212,577151.727160539,1737.48587438347,51.060001,4.1399999,10.41,29.790001,5256,22.889999,68.68,152813,1182800,1937,61.82,1.4299999,10.56,22.09,"non-gentrifiable"
25300,4615,32.439999,45.759998,97325.9497636478,617695.464131269,1392.49491611591,43.450001,3.75,12,37.099998,4454,24.85,61.389999,138811,1174700,1770,53.439999,0.89999998,13.13,25.91,"non-gentrifiable"
25401,3906,32.099998,34.290001,78343.0108518687,519426.055174505,1248.80458983484,30.719999,5.6100001,15.23,43.16,3775,23.76,62.259998,141806,1235200,2103,57.700001,1.14,9.5900002,26.57,"gentrifying"
25402,3241,26.07,34.419998,101782.582912133,452829.320938362,1422.05276485081,29.280001,7.3699999,26.969999,30.73,3427,18.15,50.389999,136172,1062500,1816,34.43,4.6999998,25.85,32.830002,"non-gentrifiable"
25403,4487,29.33,25.57,79842.0841816116,481764.419277483,1231.1803084223,23.129999,12.44,25.360001,34.950001,4782,16.23,42.380001,108698,1030500,1708,27.059999,8.7200003,27.33,33.209999,"gentrifying"
25500,7518.07521607101,25.67,27.73,89862.6946633127,476796.707883861,1756.71278159157,24.780001,1.14,41.349998,29.379999,9684,22.4,42.41,117745,990200,2082,21.6,1.39,42.18,31.15,"gentrifying"
25600,5705,25.309999,23.15,99580.1890135299,444661.839515539,1784.12746515421,15.76,2.5599999,51.150002,26.610001,5314,17.01,27.719999,92813,848600,1560,14.81,1.6900001,57.849998,21.280001,"non-gentrifiable"
25701,4857,25.719999,15.64,79916.7437760858,472911.416819457,1345.28760067428,16.139999,3.75,53.740002,22.950001,5088,14.64,30.790001,89375,875600,1924,10.79,1.38,58.75,27.67,"gentrifying"
25702,4364,25.719999,15.64,79916.743776086,472911.416819457,1345.28760067428,16.139999,3.75,53.740002,22.950001,4401,20.700001,19.51,75385,921200,1838,9.2700005,0.56999999,61.990002,25.450001,"non-gentrifying"
25800,1871,25.76,22.23,70873.7489708513,413637.568575876,1259.00812117894,12.19,12.35,48.799999,22.610001,2224,21.9,31.389999,93750,856300,1700,13.31,6.9200001,49.279999,28.870001,"non-gentrifying"
25900,4278,22.440001,26.23,108733.423626539,468425.940418578,1693.93630316895,21.58,12.67,44.580002,17.27,4618,25.790001,36.02,105875,850000,2030,26.07,9.3999996,45.299999,16.91,"non-gentrifiable"
