trt10,tpop17,pyoung17,white17,black17,asian17,hisp17,pwht17,pblk17,pasian17,phisp17,pcol17,pbiz17,pprof17,minc17,mhval17,mrent17,foreign17,pforeign17,tpop,pyoung,white,black,asian,hisp,pwht,pblk,pasian,phisp,pcol,pbiz,pprof,minc,mhval,mrent,foreign,pforeign,m_minc,gentable,gentable2,c_mhval,c_mrent,c_col,c_minc,m_c_mhval,m_c_mrent,m_c_col,m_c_minc,gent,gent2
026002,3644,20.639999,857,172,1408,1045,23.52,4.7199998,38.639999,28.68,45.389999,17.219999,25.530001,119116,874600,2519,1373,37.68,3680,22.200001,1079,169,1161,1161,29.32,4.5900002,31.549999,31.549999,25.059999,16.57,9.0600004,84235.7409145139,439019.268761807,1888.51827313798,1653,44.919998,90298.188,1,0,435580.72,630.48175,20.33,34880.258,461054.94,495.1232,12.879997,22653.719,1,gentrifying
026003,5126,23.35,788,55,2112,2089,15.37,1.0700001,41.200001,40.75,27.940001,10.9,19.27,95595,831000,1735,2664,51.970001,4826,26.42,846,110,1776,1914,17.530001,2.28,36.799999,39.66,19.469999,7.6999998,15.85,93787.1998260605,449169.977813164,1530.85503612639,2629,54.48,90298.188,0,0,381830.03,204.14496,8.4700012,1807.8002,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
026004,4649,17.469999,603,96,1907,1844,12.97,2.0599999,41.02,39.66,24.290001,9.1599998,20.33,90625,856900,1708,2053,44.16,4010,27.780001,670,77,1625,1493,16.709999,1.92,40.52,37.23,17.809999,10.2,12.29,80079.85813131811,449855.688387845,1646.95375112114,2190,54.610001,90298.188,1,0,407044.31,61.046249,6.4800014,10545.142,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026100,7455,29.01,537,94,4652,1898,7.1999998,1.26,62.400002,25.459999,30.129999,11.87,19.790001,99283,848500,1812,4335,58.150002,5995,25.870001,925,75,3383,1445,15.43,1.25,56.43,24.1,22.73,10.29,18.08,88954.9277759066,457153.039555022,1490.00022343555,3644,60.779999,90298.188,1,0,391346.97,321.99979,7.3999996,10328.072,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026200,7903,20.16,377,84,5016,2244,4.77,1.0599999,63.470001,28.389999,18.379999,7.3899999,11.51,80784,816900,1493,5211,65.940002,6992,27.559999,832,179,3712,2082,11.9,2.5599999,53.09,29.780001,22.139999,8.4399996,17.450001,97968.5385000237,453627.519165189,1580.63831455938,4455,63.720001,90298.188,0,0,363272.47,-87.638313,-3.7600002,-17184.539,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
026301,5083,21.17,591,45,3319,1111,11.63,.88999999,65.300003,21.860001,25.459999,12.86,22.120001,71182,805200,1478,2939,57.82,4410,25.440001,552,34,2564,1150,12.52,.76999998,58.139999,26.08,21.08,9.5100002,16.450001,76781.277113816,466629.287919048,1504.92609036152,2644,59.950001,90298.188,1,0,338570.72,-26.92609,4.3799992,-5599.2773,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026302,5255,25.370001,609,168,3070,1244,11.59,3.2,58.419998,23.67,24.17,11.76,21.98,88339,807100,1618,3087,58.740002,4354.83363787142,22.85,882.9663,98.99621999999999,2080.921,1066.959,20.280001,2.27,47.779999,24.5,21.209999,14.26,18.68,91530.63369211819,449308.019291793,1444.86899466192,2187.91641783299,50.240002,90298.188,0,0,357791.97,173.13101,2.960001,-3191.6338,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
026303,4822,21.440001,666,33,2771,1332,13.81,.68000001,57.470001,27.620001,32.040001,13.58,21.9,94286,847600,2033,2744,56.91,4529,24.35,616,60,2417,1230,13.6,1.3200001,53.369999,27.16,23.719999,9.9300003,14.34,79904.7738521196,486793.412759418,1387.0206405694,2584,57.049999,90298.188,1,0,360806.59,645.97937,8.3200016,14381.227,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026401,3738,20.790001,127,359,2706,431,3.4000001,9.6000004,72.389999,11.53,22.84,14.08,12.83,78891,672100,1851,1800,48.150002,3733,24.4,227,453,2377,549,6.0799999,12.14,63.68,14.71,14.21,5.0999999,10.6,81996.023800515,340645.510855098,1396.21048775382,2143,57.41,90298.188,1,0,331454.5,454.78952,8.6300001,-3105.0237,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026402,5102,29.639999,458,395,2361,1600,8.9799995,7.7399998,46.279999,31.360001,20.68,12.58,16.120001,83824,812900,2421,2424,47.509998,4109,25.889999,485,596,2067,812,11.8,14.5,50.299999,19.76,19.540001,5.1599998,14.9,92353.32583810321,398447.726903673,1165.17991300909,1997,48.599998,90298.188,0,0,414452.28,1255.8201,1.1399994,-8529.3262,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
026403,4082,23.790001,308,137,2616,988,7.5500002,3.3599999,64.089996,24.200001,14.83,10.5,7.9899998,80250,814800,1459,2426,59.43,4111.32219463551,26.34,333.9449,313.9482,2765.544,522.9138,8.1199999,7.6399999,67.269997,12.72,12.67,8.4700003,10.94,77451.7442427959,390346.31627925,1298.68852085044,2530.58280024866,63.790001,90298.188,1,0,424453.69,160.31148,2.1599998,2798.2559,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
026404,2897,23.959999,103,331,1465,718,3.5599999,11.43,50.57,24.780001,19.73,11.62,12.95,59018,721700,1377,1635,56.439999,2287.67780536448,27.68,91.05506,544.0518,896.4559,632.0862,3.98,23.780001,39.189999,27.629999,21.540001,6.48,14.92,81155.30447192219,375274.243315636,1503.70520225512,1283.41719975134,52.779999,90298.188,1,0,346425.75,-126.7052,-1.8100014,-22137.305,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
030101,5048,45.779999,2929,66,1318,432,58.02,1.3099999,26.110001,8.5600004,77.290001,24.73,49.380001,130050,1162300,2335,1164,23.059999,4475,49.470001,2867,116,1053,262,64.07,2.5899999,23.530001,5.8499999,71.019997,15.92,48.59,94507.9945330542,789222.733244378,1583.07903321471,1164,26.01,90298.188,0,0,373077.28,751.92096,6.2700043,35542.004,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030102,5262,34.419998,3381,86,1211,399,64.25,1.63,23.01,7.5799999,83.050003,33,46.18,139203,1845500,2795,1171,22.25,4797,34.540001,3155,129,1057,258,65.769997,2.6900001,22.030001,5.3800001,71.059998,23.799999,50.049999,113237.226237899,934127.4995114231,1635.37887972052,1210,25.219999,90298.188,0,0,911372.5,1159.6211,11.990005,25965.773,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030201,4529,31.82,2031,144,1605,401,44.84,3.1800001,35.439999,8.8500004,69.470001,21.74,46.349998,117663,1174500,2083,1360,30.030001,3980,35.700001,2244,51,1231,257,56.380001,1.28,30.93,6.46,49.110001,15.8,41.32,83209.8210012878,644985.5339406891,1455.86809837567,1478,37.139999,90298.188,1,0,529514.44,627.1319,20.360001,34453.18,461054.94,495.1232,12.879997,22653.719,1,gentrifying
030202,4438,36.619999,2297,89,1459,468,51.759998,2.01,32.880001,10.55,80.099998,28.01,44.959999,128417,1250000,2033,1180,26.59,4454,44.950001,2565,92,1294,304,57.59,2.0699999,29.049999,6.8299999,61.82,22.27,41.799999,90397.12678117761,831754.704126221,1507.81055927709,1310,29.41,90298.188,0,0,418245.28,525.18945,18.279999,38019.875,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030301,5914,27.26,2322,124,2604,441,39.259998,2.0999999,44.029999,7.46,75.029999,30.25,46.09,152900,1526700,2509,2163,36.57,5886,30.780001,3016,93,2284,287,51.240002,1.58,38.799999,4.8800001,59.290001,16.59,45.630001,104885.046667978,759152.390416485,1786.5840337686,1917,32.57,90298.188,0,0,767547.63,722.41595,15.739998,48014.953,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030302,4348,25.41,1451,214,2003,429,33.369999,4.9200001,46.07,9.8699999,73.25,26.24,37.34,146111,1242200,2311,1323,30.43,3471,20.4,1644,34,1526,127,47.360001,.98000002,43.959999,3.6600001,53.240002,19.120001,38.540001,127981.923912037,689278.487212869,1851.3661096498,1195,35.639999,90298.188,0,0,552921.5,459.63388,20.009998,18129.076,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030400,5573,21.120001,2726,51,1962,479,48.91,.92000002,35.209999,8.6000004,69.360001,23.549999,39.529999,163942,1495600,2218,1289,23.129999,5177,19.92,2802,51,1918,223,54.119999,.99000001,37.049999,4.3099999,59.779999,22.6,34.290001,133111.122834855,840955.070492269,1807.43710760061,1888,36.470001,90298.188,0,0,654644.94,410.5629,9.5800018,30830.877,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030500,3230,13.44,1478,210,963,342,45.759998,6.5,29.809999,10.59,56.950001,22.219999,52.880001,151696,1233100,,887,27.459999,3374,12.06,1834,389,743,265,54.360001,11.53,22.02,7.8499999,48.540001,19.309999,40.25,120156.956806436,632758.168216816,1134.7849940688,627,18.780001,90298.188,0,0,600341.81,,8.4099998,31539.043,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030600,2495,12.46,1251,54,646,339,50.139999,2.1600001,25.889999,13.59,70.019997,32.560001,32.400002,179228,1556300,3016,502,20.120001,2132,16.23,1407,19,498,143,65.989998,.88999999,23.360001,6.71,57.75,26.450001,34.43,165307.433965331,783535.216851694,1887.39154380613,522,24.08,90298.188,0,0,772764.81,1128.6084,12.269997,13920.566,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030700,7024,13.33,3758,250,1945,715,53.5,3.5599999,27.690001,10.18,65.68,28.6,39.380001,168828,1203000,3460,1663,23.68,6367,16.870001,3756,275,1543,479,58.990002,4.3200002,24.23,7.52,57.029999,24.440001,37.200001,131408.601549233,687168.284027362,2489.78110021314,1273,19.99,90298.188,0,0,515831.72,970.21887,8.6500015,37419.398,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030800,6226,15.69,3285,277,2113,395,52.759998,4.4499998,33.939999,6.3400002,72.690002,23.870001,43.939999,173500,1622200,2324,2054,32.990002,5646,17.5,3436,33,1578,365,60.860001,.57999998,27.950001,6.46,55.040001,24.959999,35.860001,148239.04499589,850344.367762335,1734.04289651804,1806,31.99,90298.188,0,0,771855.63,589.95709,17.650002,25260.955,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
030900,7103,18.51,3000,128,3163,482,42.240002,1.8,44.529999,6.79,64.32,33.099998,29.719999,177694,1450100,2650,2082,29.309999,6771,15.7,3762,312,2055,433,55.560001,4.6100001,30.35,6.3899999,57.02,28.49,34.599998,164204.996571709,885484.82885542,2594.21666996178,1846,27.26,90298.188,0,0,564615.19,55.783329,7.2999992,13489.004,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
031000,3804,17.639999,1894,56,1377,348,49.790001,1.47,36.200001,9.1499996,65.540001,33.43,32,138182,1218300,3182,1125,29.57,3556,20.389999,1739,196,1150,337,48.900002,5.5100002,32.34,9.4799995,52.959999,24.950001,33.18,130186.127384034,697068.11312955,1961.3096826809,1183,33.27,90298.188,0,0,521231.88,1220.6903,12.580002,7995.8726,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
031100,6437,24.27,2848,125,1812,1248,44.240002,1.9400001,28.15,19.389999,64.660004,19.809999,31.27,141843,1106200,2330,1677,26.049999,6277.92478392899,25.059999,2720.967,212.9974,1928.977,1165.986,43.34,3.3900001,30.73,18.57,40.889999,15.96,29.610001,107066.028862636,531519.456315083,1429.4606316726,2163.97407333902,34.470001,90298.188,0,0,574680.56,900.53937,23.770004,34776.973,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
031201,6690,26.34,1214,215,4080,1047,18.15,3.21,60.990002,15.65,39.099998,12.49,21.84,82222,815400,1498,3395,50.75,5640,27.82,742.9622000000001,984.8568,2884.129,819.3849,13.17,17.459999,51.139999,14.53,22.52,8.1800003,16.52,88360.25922490669,413855.925639521,1480.92552109812,2718.65676917639,48.200001,90298.188,1,0,401544.06,17.074478,16.579998,-6138.2593,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
031202,3394,27.84,221,556,2009,361,6.5100002,16.379999,59.189999,10.64,33.16,16.34,18.469999,93438,872900,2062,1387,40.869999,2846.9646439137,27.82,375.0332,497.137,1455.853,413.6099,13.17,17.459999,51.139999,14.53,22.52,8.1800003,16.52,88360.25922490659,413855.925639521,1480.92552109812,1372.32618808189,48.200001,90298.188,1,0,459044.06,581.07446,10.639999,5077.7407,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
031301,4241,21.1,787,572,2284,406,18.559999,13.49,53.860001,9.5699997,45.700001,17.23,30.84,108454,908000,2341,1861,43.880001,3617,24.75,573.3569,1026.75,1561.736,322.844,15.85,28.389999,43.18,8.9300003,24.889999,10.62,20.4,86177.54181544689,450650.291916563,1559.53743319072,1356.65065235947,37.509998,90298.188,1,0,457349.72,781.46259,20.810001,22276.459,461054.94,495.1232,12.879997,22653.719,1,gentrifying
031302,6109,26.4,665,686,3488,1022,10.89,11.23,57.099998,16.73,40.110001,13.31,29.16,85250,726000,2620,2791,45.689999,4584,24.75,726.6431,1301.25,1979.264,409.156,15.85,28.389999,43.18,8.9300003,24.889999,10.62,20.4,86177.5418154466,450650.291916563,1559.53743319072,1719.34934764053,37.509998,90298.188,1,0,275349.72,1060.4625,15.220001,-927.54181,461054.94,495.1232,12.879997,22653.719,1,gentrifying
031400,7096,28.040001,792,788,4040,1274,11.16,11.1,56.93,17.950001,28.120001,14.89,22,84357,809600,1774,3314,46.700001,6112.0353560863,25.83,585.0047,1813.006,2275.018,1181.005,9.5699997,29.66,37.220001,19.32,22.459999,8.1999998,12.44,87853.0531834264,418904.934415613,1504.74819090198,2487.01704274173,40.689999,90298.188,1,0,390695.06,269.2518,5.6600018,-3496.0532,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
032601,5211,31.799999,1633,181,2443,584,31.34,3.47,46.880001,11.21,54.509998,24.26,37.060001,120260,1071200,1908,1794,34.43,4391,30.389999,1716.598,50.0079,2300.364,180.6408,39.09,1.14,52.389999,4.1100001,40.93,16,29.15,94042.95418139431,628422.964998043,1526.02615152041,2398.33817547937,53.880001,90298.188,0,0,442777.03,381.97385,13.579998,26217.045,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032602,4753,25.139999,1524,14,2852,304,32.060001,.28999999,60,6.4000001,55.18,19.290001,33.950001,108179,1165000,2051,2152,45.279999,4214,30.389999,1647.402,47.9921,2207.636,173.3592,39.09,1.14,52.389999,4.1100001,40.93,16,29.15,94042.95418139439,628422.964998042,1526.02615152041,2301.66182452063,53.880001,90298.188,0,0,536577.06,524.97388,14.25,14136.046,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032700,6898,27.040001,2538,31,3391,471,36.790001,.44999999,49.16,6.8299999,61.740002,24.700001,33.07,131270,1153500,2481,3002,43.52,6498,25.67,2679,64,3218,270,41.23,.98000002,49.52,4.1599998,42.650002,17.5,28.67,91645.02718433119,609031.270171695,1830.00451900808,3019,46.459999,90298.188,0,0,544468.75,650.99548,19.09,39624.973,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032801,4401,27.969999,1036,127,2708,359,23.540001,2.8900001,61.529999,8.1599998,49.200001,21.440001,30.07,111250,1050400,2397,2042,46.400002,4258,27.959999,1497.773,47.69978,2406.189,165.3592,35.18,1.12,56.509998,3.8800001,41.509998,18.43,25.889999,94108.54859408049,588198.7788834349,1753.51211659041,2085.01020662186,48.970001,90298.188,0,0,462201.22,643.48785,7.6900024,17141.451,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032802,4432,28.41,1293,33,2506,361,29.17,.74000001,56.540001,8.1499996,52.560001,20.91,29.309999,116473,1096700,2931,1761,39.73,3776,27.959999,1328.227,42.30022,2133.811,146.6408,35.18,1.12,56.509998,3.8800001,41.509998,18.43,25.889999,94108.54859408049,588198.778883434,1753.51211659041,1848.98979337814,48.970001,90298.188,0,0,508501.22,1177.4879,11.050003,22364.451,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032901,5615,22.85,1264,13,3717,383,22.51,.23,66.199997,6.8200002,52.830002,24.690001,30.780001,128681,1035800,2287,2754,49.049999,4848,22.860001,1614.662,25.81164,2905.817,178.3871,33.310001,.52999997,59.939999,3.6800001,38.73,20.26,26.27,101250.045743549,583035.911128027,2106.66976407012,2472.75532418363,51.009998,90298.188,0,0,452764.09,180.33023,14.100002,27430.955,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
032902,4457,23.200001,1216,0,3019,137,27.280001,0,67.739998,3.0699999,46.700001,23.889999,29.719999,106307,978600,2655,2290,51.380001,3604,22.860001,1200.338,19.18836,2160.183,132.6129,33.310001,.52999997,59.939999,3.6800001,38.73,20.26,26.27,101250.045743549,583035.911128027,2106.66976407012,1838.24467581637,51.009998,90298.188,0,0,395564.09,548.33026,7.9700012,5056.9541,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
033000,8127,27.4,3011,60,3894,678,37.049999,.74000001,47.91,8.3400002,55.459999,25.02,32.610001,127219,1140600,2404,2721,33.48,7496,22.75,3324,99,3409,408,44.34,1.3200001,45.48,5.4400001,39.57,15.24,30.780001,108290.892544021,612680.114005158,1888.608929521,3203,43.360001,90298.188,0,0,527919.88,515.39105,15.889999,18928.107,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
033100,3895,16.709999,1452,17,1973,165,37.279999,.44,50.650002,4.2399998,56.939999,22.23,36.91,120508,1289600,2461,1637,42.029999,3739,16.639999,1858,15,1610,166,49.689999,.40000001,43.060001,4.4400001,50.759998,18.940001,35.43,117753.226704615,771759.530021361,2978.95017793594,1201,32.119999,90298.188,0,0,517840.47,-517.9502,6.1800003,2754.7732,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
033201,4551,86.110001,1342,322,994,1618,29.49,7.0799999,21.84,35.549999,55.759998,6.4000001,18.42,35377,,1759,593,13.03,3075,73.040001,1462,199,859,345,47.540001,6.4699998,27.93,11.22,50.860001,10.92,22.17,50241.7120538389,0,1854.06339764517,1018,31.969999,90298.188,1,1,,-95.0634,4.8999977,-14864.712,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
033203,3956,47.950001,1796,134,1220,615,45.400002,3.3900001,30.84,15.55,57.299999,16.950001,28.24,54861,1502500,2240,1893,47.849998,3384,36.299999,1497.11,200.9512,1215.032,257.3668,44.240002,5.9400001,35.91,7.6100001,51.32,17.25,34.099998,71453.9341411265,14058.8285883749,1633.9378447285,1696.66244144393,50.139999,90298.188,1,1,1488441.1,606.06213,5.9799995,-16592.934,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
033204,4698,54.380001,1381,398,1420,1020,29.4,8.4700003,30.23,21.709999,51.93,13.45,22.26,73250,,2045,2039,43.400002,3874,36.299999,1713.89,230.0488,1390.968,294.6332,44.240002,5.9400001,35.91,7.6100001,51.32,17.25,34.099998,71453.9341411263,14058.8285883748,1633.9378447285,1942.33755855607,50.139999,90298.188,1,1,,411.06216,.61000061,1796.0659,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
035100,9116,22.43,2737,126,4605,691,30.02,1.38,50.52,7.5799999,55.419998,18.51,41.290001,142859,1101200,2355,3776,41.419998,7756,26.290001,2839,74,4226,354,36.599998,.94999999,54.490002,4.5599999,38.84,17.959999,26.49,97191.4863855424,525327.304072822,1800.19725693237,3611,46.560001,90298.188,0,0,575872.69,554.80273,16.579998,45667.512,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
035201,5704,23.530001,2043,34,3061,419,35.82,.60000002,53.66,7.3499999,40.66,19.48,29.16,98485,951900,1901,2247,39.389999,5587,28.190001,1903,133,3014,305,34.060001,2.3800001,53.950001,5.46,37.790001,15.03,23.700001,95663.06460874469,493111.403471941,1474.16757547928,2589,46.34,90298.188,0,0,458788.59,426.83243,2.8699989,2821.9353,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
035202,5244,29.209999,2114,371,1541,584,40.310001,7.0700002,29.389999,11.14,52.490002,14.93,26.120001,89732,1001700,1942,1546,29.48,4436,34.110001,2021,72,1866,301,45.560001,1.62,42.060001,6.79,39.799999,10.92,26.73,78441.86570202409,529284.7910663499,1418.88983444221,2122,47.84,90298.188,1,0,472415.22,523.11017,12.690002,11290.135,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
035300,7487,19.129999,2267,0,4321,589,30.280001,0,57.709999,7.8699999,45.23,18.15,26.07,100266,956300,2183,3129,41.790001,7082,24.709999,2377,37,4104,363,33.560001,.51999998,57.950001,5.1300001,34.299999,14.57,21.25,89509.3972435363,496093.138148267,1710.02377871239,3597,50.790001,90298.188,1,0,460206.88,472.97623,10.93,10756.603,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
035400,7342,16.940001,2521,186,3630,462,34.34,2.53,49.439999,6.29,49.939999,19.85,35.330002,107151,991800,1517,3121,42.509998,6726,25.780001,2325,109,3671,373,34.57,1.62,54.580002,5.5500002,36.32,16.08,22.299999,91755.5286046136,487056.260911811,1436.0668742586,3188,47.400002,90298.188,0,0,504743.75,80.933128,13.619999,15395.472,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
040100,4560,37.369999,2263,36,1741,350,49.630001,.79000002,38.18,7.6799998,65.330002,26.389999,36.93,110849,1503800,1910,1318,28.9,4348,34.68,2335,74,1570,228,53.700001,1.7,36.110001,5.2399998,56.07,27.889999,28.74,87148.7189019654,1124997.31815565,1436.60224473036,1511,35.77,90298.188,1,0,378802.69,473.39777,9.2600021,23700.281,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
040200,5600,25.370001,3175,49,1768,381,56.700001,.88,31.57,6.8000002,66.339996,35.25,26.459999,107475,1571400,2137,1800,32.139999,5364,32.349998,2853,58,2025,233,53.189999,1.08,37.75,4.3400002,57.290001,24.120001,33.419998,89004.2773954194,985653.69731493,1622.06989075972,2212,41.240002,90298.188,1,0,585746.31,514.93011,9.0499954,18470.723,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
042601,4004,24.93,1843,197,1356,338,46.029999,4.9200001,33.869999,8.4399996,65.510002,28.52,31.129999,96382,1302600,1877,1354,33.82,3916,30.030001,2029.793,44.59889,1506.572,193.0806,51.830002,1.14,38.470001,4.9299998,53.720001,18.59,34.290001,95955.3988388693,938846.783405127,1422.33179060719,1598.48944444444,40.82,90298.188,0,0,363753.22,454.66821,11.790001,426.60117,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
042602,2861,20.59,1495,36,992,139,52.25,1.26,34.669998,4.8600001,72.089996,21.01,40.32,130742,1503700,2177,731,25.549999,3284,30.030001,1702.207,37.40111,1263.428,161.9194,51.830002,1.14,38.470001,4.9299998,53.720001,18.59,34.290001,95955.3988388693,938846.783405125,1422.3317906072,1340.51055555556,40.82,90298.188,0,0,564853.19,754.66821,18.369995,34786.602,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
042700,5379,24.469999,2060,351,2337,433,38.299999,6.5300002,43.450001,8.0500002,57.860001,20.51,32.98,93250,1216600,1833,2193,40.77,5513,30.58,2729,68,2276,255,49.5,1.23,41.279999,4.6300001,48.939999,19.559999,29.59,92605.1084181203,842187.4883258831,1327.1396373496,2847,51.639999,90298.188,0,0,374412.5,505.86035,8.920002,644.8916,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
042800,2507,9.3699999,1705,0,462,104,68.010002,0,18.43,4.1500001,84.589996,31.879999,42.23,169455,2000001,2484,431,17.190001,2451,15.22,1873,11,431,76,76.419998,.44999999,17.58,3.0999999,72.690002,29.459999,36.75,222027.040950005,1488732.21233689,1706.51341933571,516,20.040001,90298.188,0,0,511268.78,777.48657,11.899994,-52572.039,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
045100,5126,37.380001,2321,142,1954,583,45.279999,2.77,38.119999,11.37,68.309998,23.59,37.779999,141912,1325000,2189,1448,28.25,5102,34.93,2057,123,2542,208,40.32,2.4100001,49.82,4.0799999,41.599998,21.969999,25.15,84754.268506042,789773.515092873,1443.71620777923,2348,46.02,90298.188,1,0,535226.5,745.28381,26.709999,57157.73,461054.94,495.1232,12.879997,22653.719,1,gentrifying
045200,7286,35.48,3193,197,2905,519,43.82,2.7,39.869999,7.1199999,67.449997,24.49,31.940001,115292,1667600,1998,2167,29.74,6695,31.92,2967,86,3124,287,44.32,1.28,46.66,4.29,51.110001,17.77,32.07,80074.320486339,806062.884763826,1492.69536478454,2576,38.48,90298.188,1,0,861537.13,505.30463,16.339996,35217.68,461054.94,495.1232,12.879997,22653.719,1,gentrifying
047600,5670,26.84,2211,26,2439,381,38.990002,.46000001,43.02,6.7199998,61.990002,22.860001,34.98,113944,1348100,2338,1732,30.549999,5431,29,2265,81,2684,202,41.709999,1.49,49.419998,3.72,48.939999,19.25,34.59,95037.1058191448,786224.614176264,1551.66785844946,2296,42.279999,90298.188,0,0,561875.38,786.33215,13.050003,18906.895,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
047701,4569,28.610001,1797,0,2070,324,39.330002,0,45.310001,7.0900002,60.689999,18.110001,37.619999,88846,1159500,1723,1656,36.240002,4618,29.51,1910,53,2225,258,41.360001,1.15,48.18,5.5900002,44.509998,17.549999,24.74,76046.3450568944,749878.451448873,1479.64946619217,2321,50.259998,90298.188,1,0,409621.56,243.35054,16.18,12799.655,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
047702,3927,23.17,1567,23,2012,204,39.900002,.58999997,51.240002,5.1900001,54.700001,24.57,28.299999,114205,1238900,1721,1371,34.91,3946,29.4,1580,55,2030,152,40.040001,1.39,51.439999,3.8499999,39.849998,16.639999,28.85,90320.9463360317,723227.9077372,1474.87407610183,1732,43.889999,90298.188,0,0,515672.09,246.12593,14.850002,23884.053,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
047801,4421,23.950001,1674,88,2027,251,37.860001,1.99,45.849998,5.6799998,54.98,20.200001,34.380001,106016,1243700,2018,1456,32.93,4173,28.09,1763.624,49.30217,2021.389,173.0935,42.259998,1.1799999,48.439999,4.1500001,43.310001,17.440001,27.07,89185.5233620412,678220.887620799,1487.24199288256,2027.81969949917,47.610001,90298.188,1,0,565479.13,530.758,11.669998,16830.477,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
047802,3869,32.540001,1565,20,1733,388,40.450001,.51999998,44.790001,10.03,59.990002,28.030001,26.549999,96496,1469300,1901,1324,34.220001,3614,28.09,1527.376,42.69783,1750.611,149.9065,42.259998,1.1799999,48.439999,4.1500001,43.310001,17.440001,27.07,89185.52336204139,678220.887620799,1488.73072360617,1756.18030050083,47.610001,90298.188,1,0,791079.13,412.26929,16.68,7310.4766,461054.94,495.1232,12.879997,22653.719,1,gentrifying
047901,7589,22.4,2962,124,3734,365,39.029999,1.63,49.200001,4.8099999,48.490002,25.09,27.889999,99917,1103400,1850,2593,34.169998,6540,27.65,2846,182,2950,267,43.52,2.78,45.110001,4.0799999,43.630001,17.690001,30.98,97538.4751902757,624121.1609775861,1432.94249859524,2866,43.82,90298.188,0,0,479278.84,417.0575,4.8600006,2378.5249,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
047902,3632,25.190001,1661,0,1435,181,45.73,0,39.509998,4.98,64.57,20.52,35.380001,108850,1228700,2142,1253,34.5,3539,27.040001,1716,39,1511,147,48.490002,1.1,42.700001,4.1500001,49.290001,19.059999,33.23,93379.0523083414,627490.395856523,1642.8978337269,1355,40.110001,90298.188,0,0,601209.63,499.10217,15.279999,15470.947,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
